dictionary_entry_id,word,english_definition,bucket,mapping_status,annotation_created_at,annotation_updated_at,pipeline_ambiguity_correct,pipeline_bucket_correct,reviewer_concept_label,reviewer_decision,reviewer_definition,reviewer_notes,reviewer_metadata
0e19e0c5-3e2a-473d-baa7-993529c3a545,omurabe,sausage-tree,A,proposed,2026-08-13T00:47:05.930972+00:00,2026-08-13T00:47:10.760371+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
0b9abbd3-16e1-497b-9a53-ebbfbdd08f31,ing'oli,cow-pea,A,proposed,2026-08-13T00:47:15.234248+00:00,2026-08-13T00:47:20.713672+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
627b8fd4-9f18-45cc-8e1a-6e3bbeb5f321,okhuwa,give,A,proposed,2026-08-13T00:47:24.746682+00:00,2026-08-13T00:47:35.418326+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
4b3a5907-4860-4adc-a0ad-0a0b093bcbb3,ipasi,laundry iron,A,proposed,2026-08-13T00:47:39.128469+00:00,2026-08-13T00:47:43.467025+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
d55c5274-9180-4cd5-a35f-941e5376ada5,eshiro shia lwalero,tonight,A,proposed,2026-08-13T00:47:55.242248+00:00,2026-08-13T00:48:01.086535+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
91d7108b-bd97-4c03-961c-9b47f5cdba35,okhucherekha,be despised,A,proposed,2026-08-13T00:48:08.565381+00:00,2026-08-13T00:48:13.519934+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
30446acc-8f2c-4f42-9937-6d106b7af54f,okhwirukha emiribiri,run quickly,A,proposed,2026-08-13T00:48:25.601379+00:00,2026-08-13T00:48:31.312104+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
e639636d-5500-4f0b-8665-ce867d32c140,indolio,bullet,A,proposed,2026-08-13T00:48:38.429405+00:00,2026-08-13T00:48:43.476996+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
86899301-0701-4166-8730-f63000fc2dad,okhuulukha,rest,A,proposed,2026-08-13T00:48:52.650276+00:00,2026-08-13T00:48:57.642129+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
6237e8c9-0c32-4a0a-b792-1c98367c60b9,isiche,locust,A,proposed,2026-08-13T00:49:07.312308+00:00,2026-08-13T00:49:12.416639+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
9425dd5c-45ec-4510-900d-0a02b397005a,eliuba,sun,A,proposed,2026-08-13T00:49:17.019057+00:00,2026-08-13T00:49:32.399638+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
744c806e-788f-4f19-868f-e329d8ff6621,libaye,tares,A,proposed,2026-08-13T00:49:38.687774+00:00,2026-08-13T00:49:46.247313+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
7a10235d-a802-4354-b856-66081294f4af,okhuchonyia,tire out,A,proposed,2026-08-13T00:49:50.635624+00:00,2026-08-13T00:49:56.636272+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
fa79ed3f-b56d-40bd-b214-4b1d6033eb38,imbalo,knife,A,proposed,2026-08-13T00:50:06.895970+00:00,2026-08-13T00:50:15.159790+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
2b914971-50f2-46d1-948a-c7aab470ff2e,okhufunana,argue,A,proposed,2026-08-13T00:50:26.236673+00:00,2026-08-13T00:50:31.309640+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
6ed034d5-1dee-4b33-a0ae-751f65c8d5bf,abundu,place,B,proposed,2026-08-13T00:50:37.324313+00:00,2026-08-13T00:50:42.236575+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
fdb5551c-7f94-4b41-8b9d-e0adb3b77b6a,ingobi,"umbilical cord, after it has been cut",B,proposed,2026-08-13T00:50:50.224730+00:00,2026-08-13T00:50:56.720306+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
912fcc9b-5866-43f8-b77e-c6bf9d6fc4bf,lina?,when?,B,proposed,2026-08-13T00:51:00.386860+00:00,2026-08-13T00:51:06.253970+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
2f7081b3-26a7-4f51-86d3-9395dcf252af,eshimyu,"hot, dry time of year, roughly from the end of November to the middle of February",B,proposed,2026-08-13T00:51:13.104883+00:00,2026-08-13T00:51:17.497093+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
ed6f98ce-84b1-437a-841e-b7d94b09b943,okhwifumba,bend o.s.,B,proposed,2026-08-13T00:51:30.456957+00:00,2026-08-13T00:51:36.655010+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
8b176ebc-138d-40bf-8184-f44ee3489975,okhurumbia,"cause s.o. to refuse to eat because of a quarrel, annoyance, etc.",B,proposed,2026-08-13T00:51:51.917301+00:00,2026-08-13T00:51:57.128608+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
ceca8954-1e9d-410e-80b9-0eae3881376d,eshirindwa,a grave after it has been filled in,B,proposed,2026-08-13T00:52:01.106774+00:00,2026-08-13T00:52:07.039566+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
ffcae4d4-84e7-4454-8c18-68e220addc5f,"olakalukha lwangu, ko!",come back quickly!,B,proposed,2026-08-13T00:52:16.751444+00:00,2026-08-13T00:52:23.028655+00:00,YES,YES,,ACCEPT_SIMPLE,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
0e88a51f-477f-45a8-bb39-2e805896dab6,olufwafwa,"grass, suitable for lawns",B,proposed,2026-08-13T00:52:28.487501+00:00,2026-08-13T00:52:32.654839+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
d5df098a-9f95-4fa9-b328-297b0234f778,omwibo,"ceremonial confinement of a woman who has just had a baby, three days for a girl, and four for a boy",B,proposed,2026-08-13T00:52:45.109952+00:00,2026-08-13T00:52:51.311886+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
b06c2084-8849-40e2-9a95-8267b5fea6b7,okhulima amapwoni,dig up a field ready for planting,B,proposed,2026-08-13T00:53:08.473355+00:00,2026-08-13T00:54:11.835437+00:00,NO,NO,,NEEDS_EXPERT,okhulima is to dig while amapwoni is potatoes,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
6e826eda-ecd6-4c57-b0b3-4fee1734042d,imbamba,"upper arm, near shoulder",B,proposed,2026-08-13T00:54:18.088994+00:00,2026-08-13T00:54:22.706421+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
5ad41fcb-a2f2-4d76-bb48-167f71aa9245,omuboka,young green grass and weeds springing up after burning off,B,proposed,2026-08-13T00:54:28.758685+00:00,2026-08-13T00:54:32.519589+00:00,UNSURE,UNSURE,,NEEDS_EXPERT,,,"{""code"": ""MA"", ""date"": ""2026-08-12"", ""dialect_expertise"": ""Tsotso"", ""name"": ""Moody Amakobe"", ""notes"": """"}"
